japanese,english
久地,Kuji
ひよし,Hiyoshi
日吉,Hiyoshi
やこう,Yakō
矢向,Yakō
あおと,Aoto
青砥,Aoto
みたかだい,Mitakadai
三鷹台,Mitakadai
とうぶねりま,Tōbu Nerima
東武練馬,Tōbu Nerima
かじがや,Kajigaya
梶が谷,Kajigaya
しむらさんちょうめ,Shimura Sanchōme
志村三丁目,Shimura Sanchōme
きたみ,Kitami
喜多見,Kitami
せんがわ,Sengawa
仙川,Sengawa
つだやま,Tsudayama
津田山,Tsudayama
あかばねいわぶち,Akabane-iwabuchi
赤羽岩淵,Akabane-iwabuchi
にしあらい,Nishiarai
西新井,Nishiarai
にしあらいだいしにし,Nishiarai Daishinishi
西新井大師西,Nishiarai Daishinishi
みなとちょう,Minatochō
港町,Minatochō
だいしまえ,Daishimae
大師前,Daishimae
とうきょうディズニーシー･ステーション,Tokyo Disney Sea Station
東京ディズニーシー･ステーション,Tokyo Disney Sea Station
あやせ,Ayase
綾瀬,Ayase
しむらさかうえ,Shimura-sakaue
志村坂上,Shimura-sakaue
ねりまかすがちょう,Nerima-kasugachō
練馬春日町,Nerima-kasugachō
すずきちょう,Suzukichō
鈴木町,Suzukichō
にしおぎくぼ,Nishiogikubo
西荻窪,Nishiogikubo
うらやす,Urayasu
浦安,Urayasu
こじましんでん,Kojima-shinden
小島新田,Kojima-shinden
うめじま,Umejima
梅島,Umejima
かわさきだいし,Kawaski Daishi
川崎大師,Kawaski Daishi
へいわだい,Heiwadai
平和台,Heiwadai
いおぎ,Iogi
井荻,Iogi
ひがしもんぜん,Higashimonzen
東門前,Higashimonzen
さんぎょうどうろ,Sangyō Dōro
産業道路,Sangyō Dōro
みぞのくち,Mizonokuchi
溝の口,Mizonokuchi
ごたんの,Gotanno
五反野,Gotanno
むさしみぞのくち,Musashi-mizonokuchi
武蔵溝ノ口,Musashi-mizonokuchi
しんせいびじょう,Shinseibijo Railway Station
新整備場,Shinseibijo Railway Station
ろくごうどて,Rokugō Dote
六郷土手,Rokugō Dote
しんかわさき,Shinkawasaki
新川崎,Shinkawasaki
しも,Shimo
志茂,Shimo
おはなぢゃや,Ohanajaya
お花茶屋,Ohanajaya
かしまだ,Kashimada
鹿島田,Kashimada
ふじみだい,Fujimidai
富士見台,Fujimidai
くがやま,Kugayama
久我山,Kugayama
リゾートゲートウェイ,Resort Gateway
リゾートゲートウェイ,Resort Gateway
いちのえ,Ichinoe
一之江,Ichinoe
けいせいたていし,Keisei Tateishi
京成立石,Keisei Tateishi
こうほく,Kōhoku
江北,Kōhoku
かみいたばし,Kamiitabashi
上板橋,Kamiitabashi
まいはま,Maihama
舞浜,Maihama
せいじょうがくえんまえ,Seijō Gakuenmae
成城学園前,Seijō Gakuenmae
もとすみよし,Motosumiyoshi
元住吉,Motosumiyoshi
こすげ,Kosuge
小菅,Kosuge
なかむらばし,Nakamurabashi
中村橋,Nakamurabashi
むさししんじょう,Musashi-shinjō
武蔵新城,Musashi-shinjō
ほんはすぬま,Honhasunuma
本蓮沼,Honhasunuma
しもいぐさ,Shimoigusa
下井草,Shimoigusa
ちとせからすやま,Chitose-karasuyama
千歳烏山,Chitose-karasuyama
はねだくうこうだいいちびる,Heneda Kūkō Dai Ichi Building
羽田空港第1ビル,Heneda Kūkō Dai Ichi Building
たかつ,Takatsu
高津,Takatsu
はねだくうこう,Haneda Airport Railway Station
羽田空港,Haneda Airport Railway Station
はねだくうこうだいにびる,Haneda Kūkō Daini Building
羽田空港第2ビル,Haneda Kūkō Daini Building
ベイサイド･ステーション,Bayside Station
ベイサイド･ステーション,Bayside Station
ほりきりしょうぶえん,Horikiri-shōbuen
堀切菖蒲園,Horikiri-shōbuen
とうきょうでぃずにーらんど,Tokyo Disney Land
とうきょうディズニーランド･ステーシ,Tokyo Disney Land
東京ディズニーランド,Tokyo Disney Land
東京ディズニーランド･ステーシ,Tokyo Disney Land
としまえん,Toshimaen
豊島園,Toshimaen
ひらま,Hirama
平間,Hirama
たかの,Takano
高野,Takano
ふじみがおか,Fujimigaoka
富士見ヶ丘,Fujimigaoka
むさしなかはら,Musashi-nakahara
武蔵中原,Musashi-nakahara
てんくうばし,Tenkūbashi
天空橋,Tenkūbashi
ぞうしき,Zōshiki
雑色,Zōshiki
ひかわだい,Hikawadai
氷川台,Hikawadai
ときわだい,Tokiwadai
ときわ台,Tokiwadai
ふたこしんち,Futako-shinchi
二子新地,Futako-shinchi
おぎくぼ,Ogikubo
荻窪,Ogikubo
ろかこうえん,Roka Kōen
芦花公園,Roka Kōen
おうぎおおはし,Ōgiōhashi
扇大橋,Ōgiōhashi
そしがやおおくら,Soshigaya-ōkura
祖師ヶ谷大蔵,Soshigaya-ōkura
あなもりいなり,Anamori Inari
穴守稲荷,Anamori Inari
おうじかみや,Ōji-kamiya
王子神谷,Ōji-kamiya
いたばしほんちょう,Itabashi-honchō
板橋本町,Itabashi-honchō
ねりま,Nerima
練馬,Nerima
かさい,Kasai
葛西,Kasai
ひがしじゅうじょう,Higashijūjō
東十条,Higashijūjō
おおとりい,Ōtorii
大鳥居,Ōtorii
きたせんじゅ,Kitasenju
北千住,Kitasenju
よつぎ,Yotsugi
四ツ木,Yotsugi
むさしこすぎ,Musashi-kosugi
武蔵小杉,Musashi-kosugi
たかいど,Takaido
高井戸,Takaido
なかいたばし,Nakaitabashi
中板橋,Nakaitabashi
ほりきり,Horikiri
堀切,Horikiri
むかいがわら,Mukaigawara
向河原,Mukaigawara
さぎのみや,Saginomiya
鷺ノ宮,Saginomiya
ふたこたまがわ,Futako-tamagawa
二子玉川,Futako-tamagawa
こうじや,Kōjiya
糀谷,Kōjiya
はちまんやま,Hachiman’yama
八幡山,Hachiman’yama
うした,Ushida
牛田,Ushida
せいびじょう,Seibijō
整備場,Seibijō
じゅうじょう,Jūjō
十条,Jūjō
けいせいせきや,Keisei Sekiya
京成関屋,Keisei Sekiya
さくらだい,Sakuradai
桜台,Sakuradai
ふなぼり,Funabori
船堀,Funabori
しんさくらだい,Shinsakuradai
新桜台,Shinsakuradai
やぐちのわたし,Yaguchinowatashi
矢口渡,Yaguchinowatashi
しんまるこ,Shinmaruko
新丸子,Shinmaruko
とりつかせい,Toritsu Kasei
都立家政,Toritsu Kasei
あだちおだい,Adachi-odai
足立小台,Adachi-odai
かねがふち,Kanegafuchi
鐘ヶ淵,Kanegafuchi
けいきゅうかまた,Keikyū Kamata
京急蒲田,Keikyū Kamata
こたけむかいはら,Kotake-mukaihara
小竹向原,Kotake-mukaihara
やひろ,Yahiro
八広,Yahiro
むさしにった,Musashi-nitta
武蔵新田,Musashi-nitta
かさいりんかいこうえん,Kasai Rinkai Kōen
葛西臨海公園,Kasai Rinkai Kōen
しもまるこ,Shimomaruko
下丸子,Shimomaruko
はすぬま,Hasunuma
蓮沼,Hasunuma
かまた,Kamata
蒲田,Kamata
あさがや,Asagaya
阿佐ヶ谷,Asagaya
えこだ,Egota
江古田,Egota
いたばしくやくしょまえ,Itabashi Kuyakushomae
板橋区役所前,Itabashi Kuyakushomae
かみきたざわ,Kamikitazawa
上北沢,Kamikitazawa
うのき,Unoki
鵜の木,Unoki
にしかさい,Nishikasai
西葛西,Nishikasai
せんじゅおおはし,Senjuōhashi
千住大橋,Senjuōhashi
おおやま,Ōyama
大山,Ōyama
ちとせふなばし,Chitose-funabashi
千歳船橋,Chitose-funabashi
ひらい,Hirai
平井,Hirai
はまだやま,Hamadayama
浜田山,Hamadayama
みなみあさがや,Minamiasagaya
南阿佐ヶ谷,Minamiasagaya
かみのげ,Kaminoge
上野毛,Kaminoge
ちどりちょう,Chidorichō
千鳥町,Chidorichō
おうじ,Ōji
王子,Ōji
のがた,Nogata
野方,Nogata
しんえごた,Shin’egota
新江古田,Shin’egota
みやのまえ,Miyanomae
宮ノ前,Miyanomae
おだい,Odai
小台,Odai
くまのまえ,Kumanomae
熊野前,Kumanomae
ぬまべ,Numabe
沼部,Numabe
あらかわゆうえんちまえ,Arakawa Yūenchimae
荒川遊園地前,Arakawa Yūenchimae
あらかわしゃこまえ,Awakawa Shakomae
荒川車庫前,Awakawa Shakomae
かじわら,Kajiwara
梶原,Kajiwara
さかえちょう,Sakaechō
栄町,Sakaechō
ようが,Yōga
用賀,Yōga
しんいたばし,Shin’itabashi
新板橋,Shin’itabashi
あすかやま,Asukayama
飛鳥山,Asukayama
うめやしき,Umeyashiki
梅屋敷,Umeyashiki
ひがしおおじま,Higashiōjima
東大島,Higashiōjima
いけがみ,Ikegami
池上,Ikegami
ひがしむこうじま,Higashimukōjima
東向島,Higashimukōjima
ひがしおぐさんちょうめ,Higashiogu Sanchōme
東尾久三丁目,Higashiogu Sanchōme
あらかわななちょうめ,Arakawa Nanachōme
荒川七丁目,Arakawa Nanachōme
とどろき,Todoroki
等々力,Todoroki
くがはら,Kugahara
久が原,Kugahara
たまがわ,Tamagawa
多摩川,Tamagawa
まちやえきまえ,Machiya Ekimae
町屋駅前,Machiya Ekimae
せんかわ,Senkawa
千川,Senkawa
まちやにちょうめ,Machiya Nichōme
町屋二丁目,Machiya Nichōme
まちや,Machiya
町屋,Machiya
さくらじょうすい,Sakura Jōsui
桜上水,Sakura Jōsui
しもいたばし,Shimoitabashi
下板橋,Shimoitabashi
たきのがわいっちょうめ,Takinogawa Itchōme
滝野川一丁目,Takinogawa Itchōme
かみなかざと,Kaminakazato
上中里,Kaminakazato
いたばし,Itabashi
板橋,Itabashi
にしえいふく,Nishieifuku
西永福,Nishieifuku
みなみせんじゅ,Minamisenju
南千住,Minamisenju
ひがしあずま,Higashiazuma
東あずま,Higashiazuma
けいせいきふね,Keisei Kifune
京成曳舟,Keisei Kifune
こうえんじ,Kōenji
高円寺,Kōenji
あかどしょうがっこうまえ,Akado Shōgakkōmae
赤土小学校前,Akado Shōgakkōmae
あらかわにちょうめ,Arakawa Nichōme
荒川二丁目,Arakawa Nichōme
にしがはら,Nishigahara
西ヶ原,Nishigahara
しょうわじま,Shōwajima
昭和島,Shōwajima
おやまだい,Oyamadai
尾山台,Oyamadai
おむらい,Omurai
小村井,Omurai
おんたけさん,Ontakesan
御嶽山,Ontakesan
ぬまぶくろ,Numabukuro
沼袋,Numabukuro
にしがはらよんちょうめ,Nishigahara Yonchōme
西ヶ原四丁目,Nishigahara Yonchōme
ひがしながさき,Higashinagasaki
東長崎,Higashinagasaki
ひきふね,Hikifune
曳舟,Hikifune
おおもりまち,Ōmorimachi
大森町,Ōmorimachi
にしすがも,Nishisugamo
西巣鴨,Nishisugamo
かめいどすいじん,Kameido Suijin
亀戸水神,Kameido Suijin
でんえんちょうふ,Den’enchōfu
田園調布,Den’enchōfu
あらかわくやくしょまえ,Arakawa Kuyakushomae
荒川区役所前,Arakawa Kuyakushomae
しんこうえんじ,Shinkōenji
新高円寺,Shinkōenji
きょうどう,Kyōdō
経堂,Kyōdō
あらかわいちゅうまえ,Arakawa Itchūmae
あらかわいっちゅうまえ,Arakawa Itchūmae
荒川一中前,Arakawa Itchūmae
きたいけぶくろ,Kitaikebukuro
北池袋,Kitaikebukuro
みのわばし,Minowabashi
三ノ輪橋,Minowabashi
くほんぶつ,Kuhonbutsu
九品仏,Kuhonbutsu
しんみかわしま,Shinmikawashima
新三河島,Shinmikawashima
しんこうしんづか,Shinkōshinzuka
新庚申塚,Shinkōshinzuka
かなめちょう,Kanamechō
要町,Kanamechō
さくらしんまち,Sakura-shinmachi
桜新町,Sakura-shinmachi
ゆきがやおおつか,Yukigaya-ōtsuka
雪が谷大塚,Yukigaya-ōtsuka
えいふくちょう,Eifukuchō
永福町,Eifukuchō
おおしま,Ōjima
おおじま,Ōjima
大島,Ōjima
みのわ,Minowa
三ノ輪,Minowa
こうしんづか,Kōshinzuka
庚申塚,Kōshinzuka
しもたかいど,Shimotakaido
下高井戸,Shimotakaido
たばた,Tabata
田端,Tabata
まつばら,Matsubara
松原,Matsubara
みかわしま,Mikawashima
三河島,Mikawashima
おちあいみなみながさき,Ochiai-minaminagasaki
落合南長崎,Ochiai-minaminagasaki
あらいやくしまえ,Arai-yakushimae
新井薬師前,Arai-yakushimae
へいわじま,Heiwajima
平和島,Heiwajima
こまごめ,Komagome
駒込,Komagome
みやのさか,Miyanosaka
宮の坂,Miyanosaka
かみまち,Kamimachi
上町,Kamimachi
ひがしこうえんじ,Higashikōenji
東高円寺,Higashikōenji
しいなまち,Shiinamachi
椎名町,Shiinamachi
おくさわ,Okusawa
奥沢,Okusawa
じゆうがおか,Jiyūgaoka
自由が丘,Jiyūgaoka
すがもしんでん,Sugamo-shinden
巣鴨新田,Sugamo-shinden
なかの,Nakano
中野,Nakano
おしあげ,Oshiage
押上,Oshiage
やました,Yamashita
山下,Yamashita
にしにっぽり,Nishinippori
西日暮里,Nishinippori
りゅうつうせんたー,Ryūtsū Center
流通センター,Ryūtsū Center
ごうとくじ,Gōtokuji
豪徳寺,Gōtokuji
いしかわだい,Ishikawadai
石川台,Ishikawadai
にしまごめ,Nishimagome
西馬込,Nishimagome
にしおおじま,Nishiōjima
西大島,Nishiōjima
すがも,Sugamo
巣鴨,Sugamo
せたがや,Setagaya
世田谷,Setagaya
おおつか,Ōtsuka
大塚,Ōtsuka
めいだいまえ,Meidaimae
明大前,Meidaimae
おおつかえきまえ,Ōtsuka Ekimae
大塚駅前,Ōtsuka Ekimae
みなみすなまち,Minamisunamachi Machi
南砂町,Minamisunamachi Machi
ほうなんちょう,Hōnanchō
方南町,Hōnanchō
みどりがおか,Midorigaoka
緑が丘,Midorigaoka
なかい,Nakai
中井,Nakai
ほんじょあずまばし,Honjo-azumabashi
本所吾妻橋,Honjo-azumabashi
むかいはら,Mukaihara
向原,Mukaihara
いりや,Iriya
入谷,Iriya
しょういんじんじゃまえ,Shōin Jinjamae
松陰神社前,Shōin Jinjamae
うめがおか,Umegaoka
梅ヶ丘,Umegaoka
せんぞくいけ,Senzokuike
洗足池,Senzokuike
あさくさ,Asakusa
浅草,Asakusa
JR錦糸町,Kinshichō
きんしちょう,Kinshichō
錦糸町,Kinshichō
おおもりかいがん,Ōmori Kaigan
大森海岸,Ōmori Kaigan
しんなかの,Shinnakano
新中野,Shinnakano
しんきば,Shinkiba
新木場,Shinkiba
ひがしいけぶくろ,Higashiikebukuro
東池袋,Higashiikebukuro
せんだぎ,Sendagi
千駄木,Sendagi
おおもり,Ōmori
大森,Ōmori
うぐいすだに,Uguisudani
鶯谷,Uguisudani
こまざわだいがく,Komazawa Daigaku
駒沢大学,Komazawa Daigaku
せんごく,Sengoku
千石,Sengoku
ひがしまつばら,Higashimatsubara
東松原,Higashimatsubara
ひがしいけぶくろよんちょうめ,Higashiikebukuro Yonchōme
東池袋四丁目,Higashiikebukuro Yonchōme
おちあい,Ochiai
落合,Ochiai
しんおおつか,Shin’ōtsuka
新大塚,Shin’ōtsuka
とでんぞうしがや,Toden Zōshigaya
都電雑司ヶ谷,Toden Zōshigaya
しもおちあい,Shimo’ochiai
下落合,Shimo’ochiai
おおおかやま,Ōokayama
大岡山,Ōokayama
めじろ,Mejiro
目白,Mejiro
なかのふじみちょう,Nakano-fujimichō
中野富士見町,Nakano-fujimichō
だいたばし,Daitabashi
代田橋,Daitabashi
すみよし,Sumiyoshi
住吉,Sumiyoshi
わかばやし,Wakabayashi
若林,Wakabayashi
ほんこまごめ,Honkomagome
本駒込,Honkomagome
ひがしなかの,Higashinakano
東中野,Higashinakano
とりつだいがく,Toritsu Daigaku
都立大学,Toritsu Daigaku
まごめ,Magome
馬込,Magome
ながはら,Nagahara
長原,Nagahara
きしぼじんまえ,Kishibojinmae
鬼子母神前,Kishibojinmae
ぞうしがや,Zōshigaya
雑司が谷,Zōshigaya
たわらまち,Tawaramachi
田原町,Tawaramachi
しんだいた,Shindaita
新代田,Shindaita
きたせんぞく,Kitasenzoku
北千束,Kitasenzoku
せたがやだいた,Setagaya-daita
世田谷代田,Setagaya-daita
なかのしんばし,Nakano-shinbashi
中野新橋,Nakano-shinbashi
白山,Hakusan
おおいけいばじょうまえ,Ōi Keibajōmae
大井競馬場前,Ōi Keibajōmae
とうようちょう,Tōyōchō
東陽町,Tōyōchō
いなりちょう,Inarichō
稲荷町,Inarichō
ねづ,Nezu
根津,Nezu
にしたいしどう,Nishitaishidō
西太子堂,Nishitaishidō
がくしゅういんした,Gakushūinshita
学習院下,Gakushūinshita
たかだのばば,Takadanobaba
高田馬場,Takadanobaba
ささづか,Sasazuka
笹塚,Sasazuka
ごこくじ,Gokokuji
護国寺,Gokokuji
はたのだい,Hatanodai
旗の台,Hatanodai
なかのさかうえ,Nakano-sakaue
中野坂上,Nakano-sakaue
とうだいまえ,Tōdaimae
東大前,Tōdaimae
せんぞく,Senzoku
洗足,Senzoku
えばらまち,Ebaramachi
荏原町,Ebaramachi
きくかわ,Kikukawa
菊川,Kikukawa
くらまえ,Kuramae
蔵前,Kuramae
さんげんぢゃや,Sangenjaya
三軒茶屋,Sangenjaya
しもきたざわ,Shimokitazawa
下北沢,Shimokitazawa
たちあいがわ,Tachiaigawa
立会川,Tachiaigawa
けいせいうえの,Keisei Ueno
京成上野,Keisei Ueno
みょうがだに,Myōgadani
茗荷谷,Myōgadani
しんおかちまち,Shin’okachimachi
新御徒町,Shin’okachimachi
おもかげばし,Omokagebashi
面影橋,Omokagebashi
にしおおい,Nishiōi
西大井,Nishiōi
なかのぶ,Nakanobu
中延,Nakanobu
わせだ,Waseda
早稲田,Waseda
にしわせだ,Nishiwaseda
西早稲田,Nishiwaseda
なかおかちまち,Nakaokachimachi
仲御徒町,Nakaokachimachi
おかちまち,Okachimachi
御徒町,Okachimachi
うえのおかちまち,Ueno-okachimachi
上野御徒町,Ueno-okachimachi
ひがしきたざわ,Higashikitazawa
東北沢,Higashikitazawa
にししんじゅくごちょうめ,Nishishinjuku Gochōme
西新宿五丁目,Nishishinjuku Gochōme
うえのひろこうじ,Ueno-hirokōji
上野広小路,Ueno-hirokōji
おおくぼ,Ōkubo
大久保,Ōkubo
いけのうえ,Ikenoue
池ノ上,Ikenoue
もりした,Morishita
森下,Morishita
にしこやま,Nishikoyama
西小山,Nishikoyama
はたがや,Hatagaya
幡ヶ谷,Hatagaya
きば,Kiba
木場,Kiba
しんおおくぼ,Shin’ōkubo
新大久保,Shin’ōkubo
がくげいだいがく,Gakugei Daigaku
学芸大学,Gakugei Daigaku
ゆしま,Yushima
湯島,Yushima
しののめ,Shinonome
とううん,Shinonome
東雲,Shinonome
にししんじゅく,Nishishinjuku
西新宿,Nishishinjuku
えばらなかのぶ,Ebara-nakanobu
荏原中延,Ebara-nakanobu
さめず,Samezu
鮫洲,Samezu
きよすみしらかわ,Kiyosumi-shirakawa
清澄白河,Kiyosumi-shirakawa
あさくさばし,Asakusabashi
浅草橋,Asakusabashi
とごしこうえん,Togoshi Kōen
戸越公園,Togoshi Kōen
えどがわばし,Edogawabashi
江戸川橋,Edogawabashi
よよぎうえはら,Yoyogi-uehara
代々木上原,Yoyogi-uehara
おおいまち,Ōimachi
大井町,Ōimachi
とちょうまえ,Tochōmae
都庁前,Tochōmae
かすが,Kasuga
春日,Kasuga
すえひろちょう,Suehirochō
末広町,Suehirochō
てれこむせんたー,Telecom Center
テレコムセンター,Telecom Center
ほんごうさんちょうめ,Hongō Sanchōme
本郷三丁目,Hongō Sanchōme
しもしんめい,Shimoshinmei
下神明,Shimoshinmei
せいぶしんじゅく,Seibu Shinjuku
西武新宿,Seibu Shinjuku
とうきょうめとろわせだ,Tōkyō Metro Waseda
東京メトロ早稲田,Tōkyō Metro Waseda
こうらくえん,Kōrakuen
後楽園,Kōrakuen
こくさいてんじじょうせいもん,Kokusai Tenjijō Seimon
国際展示場正門,Kokusai Tenjijō Seimon
はつだい,Hatsudai
初台,Hatsudai
あおものよこちょう,Aomono Yokochō
青物横丁,Aomono Yokochō
しながわシーサイド,Shinagawa Seaside
品川シーサイド,Shinagawa Seaside
ひがしにほんばし,Higashinihonbashi
東日本橋,Higashinihonbashi
はまちょう,Hamachō
浜町,Hamachō
ばくろちょう,Bakurochō
馬喰町,Bakurochō
ひがししんじゅく,Higashishinjuku
東新宿,Higashishinjuku
とごし,Togoshi
戸越,Togoshi
むさしこやま,Musashi-koyama
武蔵小山,Musashi-koyama
ばくろよこやま,Bakuro-yokoyama
馬喰横山,Bakuro-yokoyama
こくさいてんじじょう,Kokusai Tenjijō
国際展示場,Kokusai Tenjijō
とごしぎんざ,Togoshi-ginza
戸越銀座,Togoshi-ginza
もんぜんなかちょう,Monzen-nakachō
門前仲町,Monzen-nakachō
いけじりおおはし,Ikejiri-ōhashi
池尻大橋,Ikejiri-ōhashi
こまばとうだいまえ,Komaba Tōdaimae
駒場東大前,Komaba Tōdaimae
いわもとちょう,Iwamotochō
岩本町,Iwamotochō
あおみ,Aomi
青海,Aomi
ゆうてんじ,Yūtenji
